ID,rodata,data,hora,mandante,visitante,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante,vencedor,arena,mandante_Placar,visitante_Placar,mandante_Estado,visitante_Estado
8120,10,2023-06-10,21:00,Botafogo-RJ,Fortaleza,4-2-3-1,4-4-2,L. Ribeiro de Castro,J. Vojvoda,Botafogo-RJ,Estádio Nilton Santos,2,0,RJ,CE
8121,10,2023-06-11,11:00,America-MG,Athletico-PR,4-1-4-1,4-2-3-1,V. Carmo Mancini,P. Turra,-, Mineirão,2,2,MG,PR
8122,10,2023-06-11,16:00,Sao Paulo,Palmeiras,4-2-3-1,4-2-3-1,D. Silvestre Júnior,A. Moreira Ferreira,Palmeiras, Morumbi,0,2,SP,SP
8123,10,2023-06-11,16:00,Internacional,Vasco,4-2-3-1,4-1-2-1-2,L. Venker de Menezes,M. Nogueira Barbieri,Internacional,Estádio Beira-Rio,2,1,RS,RJ
8124,10,2023-06-11,18:30,Flamengo,Gremio,4-2-2-2,5-4-1,J. Sampaoli Moya,Renato Gaúcho,Flamengo, Maracanã,3,0,RJ,RS
8125,10,2023-06-11,18:30,Goias,Fluminense,4-5-1,4-2-2-2,E. Rodrigues de Ávila,F. Diniz Silva,-,Estádio Hailé Pinheiro - Serrinha,2,2,GO,RJ
8126,11,2023-06-21,19:00,Cruzeiro,Fortaleza,4-3-3,4-4-2,P. Marques da Costa Filipe,J. Vojvoda,Fortaleza, Mineirão,0,1,MG,CE
8127,11,2023-06-21,19:01,Sao Paulo,Athletico-PR,4-2-3-1,4-2-3-1,D. Silvestre Júnior,W. Carvalho,Sao Paulo, Morumbi,2,1,SP,PR
8128,11,2023-06-21,20:01,Santos,Corinthians,4-2-3-1,4-1-4-1,O. Hellmann,V. Luxemburgo da Silva,Corinthians,Estádio Urbano Caldeira,0,2,SP,SP
8129,11,2023-06-21,21:31,Fluminense,Atletico-MG,4-2-3-1,4-3-3,F. Diniz Silva,L. Scolari,-,Estádio Municipal General Raulino de Oliveira,1,1,RJ,MG
8130,11,2023-06-21,21:31,Bahia,Palmeiras,4-2-3-1,4-2-3-1,R. Alves Paiva,A. Moreira Ferreira,Bahia,Itaipava Arena Fonte Nova,1,0,BA,SP
8131,11,2023-06-22,19:01,Gremio,America-MG,4-2-3-1,4-1-4-1,Renato Gaúcho,V. Carmo Mancini,Gremio,Arena do Grêmio,3,1,RS,MG
8133,11,2023-06-22,20:00,Cuiaba,Botafogo-RJ,4-1-4-1,4-3-3,A. Cardoso de Oliveira,L. Ribeiro de Castro,Botafogo-RJ,Arena Pantanal,0,1,MT,RJ
8134,11,2023-06-22,20:00,Vasco,Goias,4-3-1-2,4-5-1,M. Nogueira Barbieri,L. Campos Borges,Goias,Estádio São Januário,0,1,RJ,GO
8132,11,2023-06-22,20:02,Coritiba,Internacional,3-1-4-2,4-2-3-1,A. Zago,L. Venker de Menezes,Internacional, Couto Pereira,0,1,PR,RS
8135,11,2023-06-22,21:29,Bragantino,Flamengo,3-2-4-1,4-2-3-1,P. Faria Caixinha,J. Sampaoli Moya,Bragantino,Nabizão,4,0,SP,RJ
8136,12,2023-06-24,15:59,Athletico-PR,Corinthians,3-4-3,4-1-4-1,W. Carvalho,V. Luxemburgo da Silva,Athletico-PR,Ligga Arena,1,0,PR,SP
8137,12,2023-06-24,18:30,Fluminense,Bahia,4-2-3-1,4-4-2,E. de Barros,R. Alves Paiva,Fluminense, Maracanã,2,1,RJ,BA
8138,12,2023-06-24,18:30,Fortaleza,Atletico-MG,3-5-2,4-3-3,J. Vojvoda,L. Scolari,Fortaleza,Arena Castelão,2,1,CE,MG
8139,12,2023-06-24,21:00,Cruzeiro,Sao Paulo,4-3-3,4-2-3-1,P. Marques da Costa Filipe,D. Silvestre Júnior,Cruzeiro,Estádio Raimundo Sampaio,1,0,MG,SP
8140,12,2023-06-25,16:00,Palmeiras,Botafogo-RJ,4-2-3-1,4-2-3-1,A. Moreira Ferreira,L. Ribeiro de Castro,Botafogo-RJ,Allianz Parque,0,1,SP,RJ
8141,12,2023-06-25,16:01,Gremio,Coritiba,4-2-3-1,3-1-4-2,Renato Gaúcho,A. Zago,Gremio,Arena do Grêmio,5,1,RS,PR
8144,12,2023-06-25,18:29,Bragantino,Goias,3-2-4-1,4-5-1,P. Faria Caixinha,A. Evangelista Macedo Freitas,Bragantino,Nabizão,2,0,SP,GO
8142,12,2023-06-25,18:30,America-MG,Internacional,4-3-3,4-2-3-1,V. Carmo Mancini,L. Venker de Menezes,Internacional,Estádio Raimundo Sampaio,1,2,MG,RS
8143,12,2023-06-25,18:30,Santos,Flamengo,4-2-3-1,4-3-3,C. Salenave Santiago,J. Sampaoli Moya,Flamengo,Estádio Urbano Caldeira,2,3,SP,RJ
8145,12,2023-06-26,21:00,Vasco,Cuiaba,4-3-3,4-3-3,W. B. de Almeida,A. Cardoso de Oliveira,Vasco,Luso-Brasileiro,1,0,RJ,MT
8146,13,2023-07-01,16:01,Sao Paulo,Fluminense,4-1-2-1-2,4-2-3-1,D. Silvestre Júnior,E. de Barros,Sao Paulo, Morumbi,1,0,SP,RJ
8147,13,2023-07-01,18:30,Flamengo,Fortaleza,4-2-2-2,5-3-2,J. Sampaoli Moya,J. Vojvoda,Flamengo, Maracanã,2,0,RJ,CE
8148,13,2023-07-01,18:30,Bahia,Gremio,4-4-2,5-4-1,R. Alves Paiva,Renato Gaúcho,Gremio,Itaipava Arena Fonte Nova,1,2,BA,RS
8149,13,2023-07-01,21:00,Internacional,Cruzeiro,4-2-3-1,4-1-4-1,L. Venker de Menezes,P. Marques da Costa Filipe,-,Estádio Beira-Rio,0,0,RS,MG
8150,13,2023-07-02,11:00,Corinthians,Bragantino,4-3-3,4-1-2-1-2,V. Luxemburgo da Silva,P. Faria Caixinha,Bragantino,Neo Química Arena,0,1,SP,SP
8151,13,2023-07-02,16:00,Botafogo-RJ,Vasco,4-2-3-1,4-2-3-1,C. da Silva,W. B. de Almeida,Botafogo-RJ,Estádio Nilton Santos,2,0,RJ,RJ
8152,13,2023-07-02,16:00,Atletico-MG,America-MG,4-3-3,4-4-2,L. Scolari,V. Carmo Mancini,-, Mineirão,2,2,MG,MG
8153,13,2023-07-02,16:00,Athletico-PR,Palmeiras,3-4-2-1,3-5-2,W. Carvalho,J. M. Barreto Martins,-,Ligga Arena,2,2,PR,SP
8154,13,2023-07-02,18:32,Cuiaba,Santos,4-3-3,4-2-3-1,B. Lazaroni,P. Turra,Cuiaba,Arena Pantanal,3,0,MT,SP
8155,13,2023-07-03,19:59,Goias,Coritiba,4-2-3-1,4-1-4-1,A. Evangelista Macedo Freitas,T. Kosloski,Coritiba,Estádio Hailé Pinheiro - Serrinha,1,2,GO,PR
8156,14,2023-07-08,15:59,Cuiaba,Bahia,4-3-3,5-4-1,A. Cardoso de Oliveira,R. Alves Paiva,-,Arena Pantanal,1,1,MT,BA
8157,14,2023-07-08,16:00,Vasco,Cruzeiro,3-4-2-1,4-1-4-1,W. B. de Almeida,P. Marques da Costa Filipe,Cruzeiro,Estádio São Januário,0,1,RJ,MG
8158,14,2023-07-08,18:30,Atletico-MG,Corinthians,4-2-3-1,5-3-2,A. C. Pracidelli,V. Luxemburgo da Silva,Corinthians, Mineirão,0,1,MG,SP
8159,14,2023-07-08,18:30,Coritiba,America-MG,4-1-4-1,4-5-1,T. Kosloski,V. Carmo Mancini,Coritiba, Couto Pereira,3,1,PR,MG
8160,14,2023-07-08,21:00,Palmeiras,Flamengo,4-2-3-1,4-3-3,A. Moreira Ferreira,J. Sampaoli Moya,-,Allianz Parque,1,1,SP,RJ
8161,14,2023-07-09,11:00,Santos,Goias,4-2-3-1,4-2-3-1,P. Turra,A. Evangelista Macedo Freitas,Santos,Estádio Urbano Caldeira,4,3,SP,GO
8163,14,2023-07-09,15:59,Bragantino,Sao Paulo,4-3-3,4-3-3,P. Faria Caixinha,D. Silvestre Júnior,-,Nabizão,0,0,SP,SP
8162,14,2023-07-09,16:00,Fluminense,Internacional,4-4-2,4-3-3,F. Diniz Silva,L. Venker de Menezes,Fluminense, Maracanã,2,0,RJ,RS
8164,14,2023-07-09,18:30,Fortaleza,Athletico-PR,3-4-1-2,3-4-2-1,J. Vojvoda,W. Carvalho,Fortaleza,Arena Castelão,1,0,CE,PR
8165,14,2023-07-09,18:31,Gremio,Botafogo-RJ,3-4-2-1,4-2-3-1,Renato Gaúcho,C. da Silva,Botafogo-RJ,Arena do Grêmio,0,2,RS,RJ
8166,15,2023-07-15,21:00,Botafogo-RJ,Bragantino,4-2-3-1,4-2-2-2,C. da Silva,P. Faria Caixinha,Botafogo-RJ,Estádio Nilton Santos,2,0,RJ,SP
8167,15,2023-07-16,10:59,Cruzeiro,Coritiba,4-1-4-1,4-1-4-1,P. Marques da Costa Filipe,T. Kosloski,-,Estádio Raimundo Sampaio,0,0,MG,PR
8168,15,2023-07-16,16:00,Fortaleza,Cuiaba,3-4-1-2,4-3-3,J. Vojvoda,A. Cardoso de Oliveira,Cuiaba,Arena Castelão,0,1,CE,MT
8169,15,2023-07-16,16:00,Fluminense,Flamengo,4-2-3-1,4-2-3-1,F. Diniz Silva,J. Sampaoli Moya,-, Maracanã,0,0,RJ,RJ
8170,15,2023-07-16,16:00,Sao Paulo,Santos,4-2-3-1,4-2-3-1,D. Silvestre Júnior,F. Paiva Endres,Sao Paulo, Morumbi,4,1,SP,SP
8171,15,2023-07-16,18:30,Athletico-PR,Bahia,4-2-3-1,4-2-3-1,W. Carvalho,R. Alves Paiva,Athletico-PR,Ligga Arena,2,0,PR,BA
8172,15,2023-07-16,18:30,Internacional,Palmeiras,4-2-3-1,4-3-3,L. Venker de Menezes,A. Moreira Ferreira,-,Estádio Beira-Rio,0,0,RS,SP
8173,15,2023-07-17,19:59,Goias,Atletico-MG,4-5-1,4-2-3-1,A. Evangelista Macedo Freitas,L. Scolari,-,Estádio Hailé Pinheiro - Serrinha,0,0,GO,MG
8176,16,2023-07-22,16:00,Palmeiras,Fortaleza,4-2-3-1,4-1-4-1,A. Moreira Ferreira,J. Vojvoda,Palmeiras,Allianz Parque,3,1,SP,CE
8177,16,2023-07-22,16:00,Flamengo,America-MG,4-2-3-1,4-3-3,J. Sampaoli Moya,V. Carmo Mancini,-, Maracanã,1,1,RJ,MG
8178,16,2023-07-22,18:30,Cuiaba,Sao Paulo,4-3-3,4-2-3-1,B. Lazaroni,D. Silvestre Júnior,Cuiaba,Arena Pantanal,2,1,MT,SP
8179,16,2023-07-22,18:31,Bahia,Corinthians,4-3-1-2,3-4-2-1,R. Alves Paiva,V. Luxemburgo da Silva,-,Itaipava Arena Fonte Nova,0,0,BA,SP
8180,16,2023-07-22,21:00,Gremio,Atletico-MG,3-4-2-1,4-4-1-1,Renato Gaúcho,L. Scolari,Gremio,Arena do Grêmio,1,0,RS,MG
8181,16,2023-07-23,16:00,Bragantino,Internacional,4-3-3,4-2-3-1,P. Faria Caixinha,E. Coudet,-,Nabizão,0,0,SP,RS
8183,16,2023-07-23,16:00,Cruzeiro,Goias,4-1-4-1,4-2-3-1,P. Marques da Costa Filipe,A. Evangelista Macedo Freitas,Goias,Estádio Raimundo Sampaio,0,1,MG,GO
8182,16,2023-07-23,16:02,Santos,Botafogo-RJ,4-3-3,4-2-3-1,P. Turra,B. Nascimento,-,Estádio Urbano Caldeira,2,2,SP,RJ
8184,16,2023-07-23,18:30,Vasco,Athletico-PR,4-3-3,3-4-2-1,R. Díaz,W. Carvalho,Athletico-PR,Estádio São Januário,0,2,RJ,PR
8185,16,2023-07-24,19:01,Coritiba,Fluminense,4-1-4-1,4-3-3,T. Kosloski,F. Diniz Silva,Coritiba, Couto Pereira,2,0,PR,RJ
8186,17,2023-07-29,16:00,Fluminense,Santos,4-2-3-1,4-2-3-1,F. Diniz Silva,P. Turra,Fluminense, Maracanã,1,0,RJ,SP
8187,17,2023-07-29,16:00,Athletico-PR,Cruzeiro,4-3-3,4-3-3,W. Carvalho,P. Marques da Costa Filipe,-,Ligga Arena,3,3,PR,MG
8188,17,2023-07-29,16:00,Internacional,Cuiaba,4-1-2-1-2,4-3-3,E. Coudet,A. Cardoso de Oliveira,Cuiaba,Estádio Beira-Rio,1,2,RS,MT
8190,17,2023-07-29,18:30,Fortaleza,Bragantino,4-2-3-1,3-5-2,J. Vojvoda,P. Faria Caixinha,Bragantino,Arena Castelão,0,3,CE,SP
8189,17,2023-07-29,18:33,Corinthians,Vasco,4-3-3,3-5-2,V. Luxemburgo da Silva,R. Díaz,Corinthians,Neo Química Arena,3,1,SP,RJ
8191,17,2023-07-29,21:00,Atletico-MG,Flamengo,4-2-3-1,4-2-3-1,L. Scolari,J. Sampaoli Moya,Flamengo,Estádio Raimundo Sampaio,1,2,MG,RJ
8192,17,2023-07-30,11:02,Sao Paulo,Bahia,4-2-3-1,4-2-3-1,L. Silvestre,R. Alves Paiva,-, Morumbi,0,0,SP,BA
8193,17,2023-07-30,16:00,America-MG,Palmeiras,4-2-3-1,4-2-3-1,V. Carmo Mancini,A. Moreira Ferreira,Palmeiras,Estádio Raimundo Sampaio,1,4,MG,SP
8194,17,2023-07-30,16:00,Botafogo-RJ,Coritiba,4-2-3-1,4-1-4-1,B. Nascimento,T. Kosloski,Botafogo-RJ,Estádio Nilton Santos,4,1,RJ,PR
8195,17,2023-07-30,18:29,Goias,Gremio,4-3-3,3-4-3,A. Evangelista Macedo Freitas,Renato Gaúcho,-,Estádio Hailé Pinheiro - Serrinha,1,1,GO,RS
8196,18,2023-08-05,16:00,Santos,Athletico-PR,4-3-3,4-2-3-1,P. Turra,W. Carvalho,-,Estádio Urbano Caldeira,1,1,SP,PR
8197,18,2023-08-05,18:32,Goias,Fortaleza,4-3-3,4-2-3-1,A. Evangelista Macedo Freitas,J. Vojvoda,Goias,Estádio Hailé Pinheiro - Serrinha,1,0,GO,CE
8198,18,2023-08-05,18:32,Internacional,Corinthians,4-4-2,4-3-3,E. Coudet,V. Luxemburgo da Silva,-,Estádio Beira-Rio,2,2,RS,SP
8199,18,2023-08-05,21:00,Fluminense,Palmeiras,4-4-2,4-2-3-1,F. Diniz Silva,A. Moreira Ferreira,Fluminense, Maracanã,2,1,RJ,SP
8200,18,2023-08-06,16:00,Vasco,Gremio,4-1-4-1,4-2-3-1,R. Díaz,Renato Gaúcho,Vasco,Estádio São Januário,1,0,RJ,RS
8201,18,2023-08-06,16:02,Sao Paulo,Atletico-MG,4-2-3-1,4-2-3-1,D. Silvestre Júnior,L. Scolari,Atletico-MG, Morumbi,0,2,SP,MG
8202,18,2023-08-06,18:30,Coritiba,Bragantino,4-1-4-1,4-3-3,T. Kosloski,P. Faria Caixinha,Bragantino, Couto Pereira,0,1,PR,SP
8204,18,2023-08-06,18:30,Cruzeiro,Botafogo-RJ,4-3-3,4-2-3-1,S. De Azevedo Correia,B. Nascimento,-, Mineirão,0,0,MG,RJ
8203,18,2023-08-06,18:31,Bahia,America-MG,4-2-3-1,4-3-3,R. Alves Paiva,V. Carmo Mancini,Bahia,Itaipava Arena Fonte Nova,3,1,BA,MG
8205,18,2023-08-06,20:00,Cuiaba,Flamengo,4-3-3,4-2-3-1,A. Cardoso de Oliveira,J. Sampaoli Moya,Cuiaba,Arena Pantanal,3,0,MT,RJ
8206,19,2023-08-12,21:01,Botafogo-RJ,Internacional,4-2-3-1,4-2-3-1,B. Nascimento,E. Coudet,Botafogo-RJ,Estádio Nilton Santos,3,1,RJ,RS
8207,19,2023-08-13,11:00,Atletico-MG,Bahia,4-2-3-1,4-2-3-1,L. Scolari,R. Alves Paiva,Atletico-MG, Mineirão,1,0,MG,BA
8208,19,2023-08-13,15:59,America-MG,Goias,4-2-3-1,4-3-3,F. Bustos,A. Evangelista Macedo Freitas,Goias,Estádio Raimundo Sampaio,0,1,MG,GO
8210,19,2023-08-13,16:00,Gremio,Fluminense,4-4-2,4-2-3-1,Renato Gaúcho,F. Diniz Silva,Gremio,Arena do Grêmio,2,1,RS,RJ
8209,19,2023-08-13,16:01,Corinthians,Coritiba,4-2-3-1,4-1-4-1,V. Luxemburgo da Silva,W. Alves,Corinthians,Neo Química Arena,3,1,SP,PR
8211,19,2023-08-13,18:30,Fortaleza,Santos,4-3-3,4-2-3-1,J. Vojvoda,D. Aguirre Camblor,Fortaleza,Arena Castelão,4,0,CE,SP
8212,19,2023-08-13,18:30,Flamengo,Sao Paulo,4-2-3-1,4-2-3-1,J. Sampaoli Moya,D. Silvestre Júnior,-, Maracanã,1,1,RJ,SP
8213,19,2023-08-14,19:01,Palmeiras,Cruzeiro,4-2-3-1,4-2-3-1,A. Moreira Ferreira,P. Marques da Costa Filipe,Palmeiras,Allianz Parque,1,0,SP,MG
8214,19,2023-08-14,21:00,Bragantino,Vasco,4-3-3,4-1-4-1,P. Faria Caixinha,R. Díaz,-,Nabizão,1,1,SP,RJ
8215,19,2023-08-15,20:00,Athletico-PR,Cuiaba,4-2-3-1,4-3-3,W. Carvalho,A. Cardoso de Oliveira,Athletico-PR,Ligga Arena,2,0,PR,MT
8217,20,2023-08-19,15:59,Internacional,Fortaleza,4-2-3-1,4-2-3-1,E. Coudet,J. Vojvoda,Fortaleza,Estádio Beira-Rio,0,1,RS,CE
8216,20,2023-08-19,16:02,Sao Paulo,Botafogo-RJ,4-2-3-1,4-2-3-1,L. Silvestre,B. Nascimento,-, Morumbi,0,0,SP,RJ
8218,20,2023-08-19,18:30,Cuiaba,Palmeiras,4-3-3,4-2-3-1,A. Cardoso de Oliveira,A. Moreira Ferreira,Palmeiras,Arena Pantanal,0,2,MT,SP
8219,20,2023-08-19,18:30,Fluminense,America-MG,4-2-3-1,4-3-3,F. Diniz Silva,F. Bustos,Fluminense, Maracanã,3,1,RJ,MG
8220,20,2023-08-19,21:00,Cruzeiro,Corinthians,4-2-3-1,4-3-3,P. Marques da Costa Filipe,V. Luxemburgo da Silva,-, Mineirão,1,1,MG,SP
8221,20,2023-08-20,11:00,Vasco,Atletico-MG,4-1-4-1,4-2-3-1,R. Díaz,A. C. Pracidelli,Vasco, Maracanã,1,0,RJ,MG
8223,20,2023-08-20,16:00,Bahia,Bragantino,4-2-3-1,4-2-3-1,R. Alves Paiva,P. Faria Caixinha,Bahia,Itaipava Arena Fonte Nova,4,0,BA,SP
8224,20,2023-08-20,16:00,Santos,Gremio,3-4-2-1,4-2-3-1,D. Aguirre Camblor,Renato Gaúcho,Santos,Estádio Urbano Caldeira,2,1,SP,RS
8222,20,2023-08-20,16:01,Coritiba,Flamengo,4-1-4-1,4-2-2-2,T. Kosloski,J. Sampaoli Moya,Flamengo, Couto Pereira,2,3,PR,RJ
8225,20,2023-08-21,19:59,Goias,Athletico-PR,4-3-3,3-4-2-1,A. Evangelista Macedo Freitas,W. Carvalho,-,Estádio Hailé Pinheiro - Serrinha,1,1,GO,PR
8226,21,2023-08-26,18:31,Flamengo,Internacional,4-2-3-1,4-3-3,J. Sampaoli Moya,L. González,-, Maracanã,0,0,RJ,RS
8227,21,2023-08-26,21:02,Corinthians,Goias,4-3-3,4-3-3,V. Luxemburgo da Silva,A. Evangelista Macedo Freitas,-,Neo Química Arena,1,1,SP,GO
8228,21,2023-08-27,11:00,Bragantino,Cuiaba,4-2-3-1,4-3-3,P. Faria Caixinha,A. Cardoso de Oliveira,Bragantino,Nabizão,2,0,SP,MT
8229,21,2023-08-27,16:00,Botafogo-RJ,Bahia,4-2-3-1,4-1-4-1,B. Nascimento,R. Alves Paiva,Botafogo-RJ,Estádio Nilton Santos,3,0,RJ,BA
8231,21,2023-08-27,16:00,America-MG,Sao Paulo,3-5-2,4-2-3-1,F. Bustos,D. Silvestre Júnior,America-MG,Estádio Raimundo Sampaio,2,1,MG,SP
8230,21,2023-08-27,16:01,Atletico-MG,Santos,4-2-3-1,4-2-3-1,L. Scolari,D. Aguirre Camblor,Atletico-MG,Arena MRV,2,0,MG,SP
8232,21,2023-08-27,18:30,Palmeiras,Vasco,4-2-3-1,4-1-4-1,A. Moreira Ferreira,R. Díaz,Palmeiras,Allianz Parque,1,0,SP,RJ
8233,21,2023-08-27,18:30,Fortaleza,Coritiba,4-2-3-1,4-1-4-1,J. Vojvoda,T. Kosloski,Fortaleza,Estádio Presidente Vargas,3,1,CE,PR
8234,21,2023-08-27,18:30,Athletico-PR,Fluminense,4-2-3-1,3-4-3,W. Carvalho,F. Diniz Silva,-,Ligga Arena,2,2,PR,RJ
8235,21,2023-08-27,18:59,Gremio,Cruzeiro,4-3-1-2,4-2-3-1,A. P. Mendes,P. Marques da Costa Filipe,Gremio,Arena do Grêmio,3,0,RS,MG
8236,22,2023-09-02,15:59,Goias,Internacional,4-3-3,4-2-3-1,A. Evangelista Macedo Freitas,E. Coudet,-,Estádio Hailé Pinheiro - Serrinha,0,0,GO,RS
8237,22,2023-09-02,16:00,Athletico-PR,Atletico-MG,4-3-3,4-2-3-1,W. Carvalho,L. Scolari,-,Ligga Arena,1,1,PR,MG
8238,22,2023-09-02,21:18,Botafogo-RJ,Flamengo,4-2-3-1,4-2-3-1,B. Nascimento,J. Sampaoli Moya,Flamengo,Estádio Nilton Santos,1,2,RJ,RJ
8239,22,2023-09-03,11:00,Gremio,Cuiaba,4-1-2-1-2,3-4-3,Renato Gaúcho,A. Cardoso de Oliveira,Gremio,Arena do Grêmio,2,0,RS,MT
8241,22,2023-09-03,16:00,Fluminense,Fortaleza,4-4-2,4-2-3-1,F. Diniz Silva,J. Vojvoda,Fluminense,Estádio Municipal General Raulino de Oliveira,1,0,RJ,CE
8240,22,2023-09-03,16:03,Corinthians,Palmeiras,4-2-3-1,4-2-3-1,V. Luxemburgo da Silva,A. Moreira Ferreira,-,Neo Química Arena,0,0,SP,SP
8242,22,2023-09-03,18:30,Bahia,Vasco,4-1-4-1,4-1-4-1,R. Alves Paiva,R. Díaz,-,Itaipava Arena Fonte Nova,1,1,BA,RJ
8243,22,2023-09-03,18:30,Cruzeiro,Bragantino,4-2-3-1,4-2-3-1,F. Seabra,P. Faria Caixinha,-, Mineirão,0,0,MG,SP
8244,22,2023-09-03,18:30,America-MG,Santos,3-5-2,4-2-3-1,F. Bustos,D. Aguirre Camblor,America-MG,Estádio Raimundo Sampaio,2,0,MG,SP
8246,23,2023-09-13,21:30,Flamengo,Athletico-PR,3-4-3,4-2-3-1,J. Sampaoli Moya,W. Carvalho,Athletico-PR,Kléber Andrade,0,3,RJ,PR
8247,23,2023-09-13,21:30,Internacional,Sao Paulo,4-2-3-1,4-4-1-1,E. Coudet,D. Silvestre Júnior,Internacional,Estádio Beira-Rio,2,1,RS,SP
8248,23,2023-09-14,19:01,Santos,Cruzeiro,4-2-3-1,4-2-3-1,D. Aguirre Camblor,J. Mannarino,Cruzeiro,Estádio Urbano Caldeira,0,3,SP,MG
8249,23,2023-09-14,19:02,Fortaleza,Corinthians,4-2-3-1,3-4-1-2,J. Vojvoda,V. Luxemburgo da Silva,Fortaleza,Arena Castelão,2,1,CE,SP
8250,23,2023-09-14,20:03,Coritiba,Bahia,4-1-4-1,4-2-3-1,T. Kosloski,R. Ceni,Bahia, Couto Pereira,2,4,PR,BA
8251,23,2023-09-14,21:30,Bragantino,Gremio,4-2-3-1,4-1-3-2,P. Faria Caixinha,Renato Gaúcho,Bragantino,Nabizão,2,0,SP,RS
8252,23,2023-09-15,20:00,Cuiaba,America-MG,4-3-3,3-5-2,A. Cardoso de Oliveira,F. Bustos,-,Arena Pantanal,2,2,MT,MG
8253,23,2023-09-15,21:30,Palmeiras,Goias,4-2-3-1,4-3-3,A. Moreira Ferreira,A. Evangelista Macedo Freitas,Palmeiras,Allianz Parque,1,0,SP,GO
8254,23,2023-09-16,16:00,Vasco,Fluminense,4-5-1,4-4-2,R. Díaz,E. de Barros,Vasco,Estádio Nilton Santos,4,2,RJ,RJ
8255,23,2023-09-16,21:01,Atletico-MG,Botafogo-RJ,4-2-3-1,4-2-3-1,L. Scolari,B. Nascimento,Atletico-MG,Arena MRV,1,0,MG,RJ
8174,15,2023-09-18,21:01,Corinthians,Gremio,4-1-4-1,4-4-2,V. Luxemburgo da Silva,Renato Gaúcho,-,Neo Química Arena,4,4,SP,RS
8256,24,2023-09-18,20:03,Bahia,Santos,4-2-3-1,3-4-1-2,R. Ceni,M. Fernandes,Santos,Itaipava Arena Fonte Nova,1,2,BA,SP
8257,24,2023-09-19,21:30,America-MG,Bragantino,3-5-2,4-2-3-1,F. Bustos,P. Faria Caixinha,Bragantino,Estádio Raimundo Sampaio,0,2,MG,SP
8258,24,2023-09-20,18:59,Goias,Flamengo,4-3-3,4-3-3,A. Evangelista Macedo Freitas,J. Sampaoli Moya,-,Estádio Hailé Pinheiro - Serrinha,0,0,GO,RJ
8259,24,2023-09-20,21:30,Fluminense,Cruzeiro,4-4-2,4-2-3-1,F. Diniz Silva,J. Mannarino,Fluminense, Maracanã,1,0,RJ,MG
8260,24,2023-09-20,21:31,Sao Paulo,Fortaleza,4-2-3-1,4-2-3-1,D. Silvestre Júnior,J. Vojvoda,Fortaleza, Morumbi,1,2,SP,CE
8261,24,2023-09-21,19:00,Vasco,Coritiba,4-3-3,4-4-2,R. Díaz,T. Kosloski,Vasco,Estádio São Januário,5,1,RJ,PR
8262,24,2023-09-21,19:30,Athletico-PR,Internacional,4-2-3-1,4-1-2-1-2,W. Carvalho,E. Coudet,Athletico-PR,Ligga Arena,2,1,PR,RS
8263,24,2023-09-21,21:31,Gremio,Palmeiras,4-1-3-2,4-2-3-1,Renato Gaúcho,A. Moreira Ferreira,Gremio,Arena do Grêmio,1,0,RS,SP
8264,24,2023-09-22,20:02,Corinthians,Botafogo-RJ,4-2-3-1,4-2-3-1,V. Luxemburgo da Silva,B. Nascimento,Corinthians,Neo Química Arena,1,0,SP,RJ
8265,24,2023-09-23,21:00,Atletico-MG,Cuiaba,4-2-3-1,4-3-3,L. Scolari,B. Lazaroni,Atletico-MG,Arena MRV,1,0,MG,MT
8175,15,2023-09-25,20:00,America-MG,Vasco,3-4-1-2,4-3-3,F. Bustos,R. Díaz,Vasco,Estádio Raimundo Sampaio,0,1,MG,RJ
8245,22,2023-09-27,19:00,Sao Paulo,Coritiba,4-2-3-1,4-1-4-1,D. Silvestre Júnior,T. Kosloski,Sao Paulo, Morumbi,2,1,SP,PR
8266,25,2023-09-30,16:00,Flamengo,Bahia,4-2-3-1,4-2-3-1,M. J,R. Ceni,Flamengo, Maracanã,1,0,RJ,BA
8267,25,2023-09-30,16:00,Fortaleza,Gremio,4-2-3-1,4-3-3,J. Vojvoda,Renato Gaúcho,-,Arena Castelão,1,1,CE,RS
8268,25,2023-09-30,18:30,Sao Paulo,Corinthians,4-2-3-1,4-2-3-1,D. Silvestre Júnior,S. Lobo,Sao Paulo, Morumbi,2,1,SP,SP
8269,25,2023-09-30,18:30,Cuiaba,Fluminense,4-3-3,5-4-1,A. Cardoso de Oliveira,F. Diniz Silva,Cuiaba,Arena Pantanal,3,0,MT,RJ
8270,25,2023-09-30,21:00,Internacional,Atletico-MG,4-3-1-2,4-2-3-1,E. Coudet,L. Scolari,Atletico-MG,Estádio Beira-Rio,0,2,RS,MG
8271,25,2023-10-01,16:00,Cruzeiro,America-MG,4-2-3-1,5-4-1,J. Mannarino,F. Bustos,-, Mineirão,1,1,MG,MG
8273,25,2023-10-01,16:00,Santos,Vasco,3-4-1-2,4-3-3,M. Fernandes,R. Díaz,Santos,Estádio Urbano Caldeira,4,1,SP,RJ
8272,25,2023-10-01,16:01,Coritiba,Athletico-PR,4-1-4-1,4-2-3-1,T. Kosloski,W. Carvalho,Coritiba, Couto Pereira,2,0,PR,PR
8274,25,2023-10-01,18:29,Bragantino,Palmeiras,4-2-3-1,4-2-3-1,P. Faria Caixinha,A. Moreira Ferreira,Bragantino,Nabizão,2,1,SP,SP
